variable,ABW,AGO,ALB,ANT,ARE,ARG,ATG,AUS,BEL,BEN,BGD,BGR,BHR,BHS,BIH,BLZ,BMU,BRA,BRB,BRN,CAN,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUY,HKG,HND,HRV,HTI,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KEN,KHM,KIR,KNA,KOR,KWT,LBN,LBR,LBY,LCA,LKA,LTU,LVA,MAC,MAR,MCO,MDG,MDV,MEX,MHL,MLT,MMR,MNE,MOZ,MRT,MTQ,MUS,MYS,NAM,NCL,NGA,NIC,NLD,NOR,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PSE,PYF,QAT,REU,ROU,RUS,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,STP,SUR,SVN,SWE,SYC,SYR,TGO,THA,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UKR,URY,USA,VCT,VEN,VIR,VNM,VUT,WSM,YEM,ZAF
10,0.118,79.222,1.743,0.146957,13.229,34.708,0.107988,34.59,9.368,31.062,115.847,3.798,3.021,0.339,1.629,0.741,0.065422,135.051,0.143,0.436,41.89,13.127,555.116,53.227,49.56,235.976,12.964,45.843,2.566,0.362,5.048,3.824,1.179,52.029,1.741,0.053437,5.212,8.871,34.402,15.165,90.865,19.103,39.51,0.877,4.794,0.536,66.988,0.150417016,3.149,63.353,1.539,87.867,22.916,0.569324725,5.538,3.359,2.296,7.544,0.07518,53.008,0.355827953,0.395,6.925,20.303,2.387,15.734,152.336,1169.26,5.318,57.322,166.825,0.418,16.719,42.244,1.554,23.283,57.898,145.095,10.754,0.164374,0.063948,23.861,4.873,2.963,20.89,7.387,0.134,15.101,1.454,1.001,0.591,24.544,0.043422397,93.167,0.307,102.885,0.101030942,0.277,26.24,0.446,66.421,10.879,0.540858489,0.946,32.934,4.216,0.306,832.629,4.708,14.622,6.275,0.014423842,5.178,3.753,530.689,3.663,21.824,250.419,0.028466236,17.215,20.769,1.399,24.552338,8.219,9.88,0.259,2.846,1.196968228,8.464,88.372,98.605,235.551,56.663,4.385,1.658,16.811,3.553,32.692,0.299,0.455,1.663,10.797,0.072922,59.284,14.217,39.495,4.469,0.135,0.571,7.748,73.172,0.015346148,13.879,213.74,23.823,1.942,364.584,0.061,29.765,0.148266391,57.821,0.712,0.21,131.7,38.772
11,0.118,79.222,1.743,0.146957,13.229,34.708,0.107988,34.59,9.368,31.062,115.847,3.798,3.021,0.339,1.629,0.741,0.06603876,135.051,0.143,0.436,41.89,13.127,555.116,53.227,49.56,235.976,12.964,45.843,2.566,0.362,5.048,3.824,1.179,52.029,1.741,0.053437,5.212,8.871,34.402,15.165,90.865,19.103,39.51,0.877,4.794,0.536,66.988,0.156433696,3.149,63.353,1.539,87.867,22.916,0.592097714,5.538,3.359,2.296,7.544,0.07518,53.008,0.370061071,0.395,6.925,20.303,2.387,15.734,152.336,1169.26,5.318,57.322,166.825,0.418,16.719,42.244,1.554,23.283,57.898,145.095,10.754,0.164374,0.063948,23.861,4.873,2.963,20.89,7.387,0.134,15.101,1.454,1.001,0.591,24.544,0.045159293,93.167,0.307,102.885,0.10507218,0.277,26.24,0.446,66.421,10.879,0.562492828,0.946,32.934,4.216,0.306,832.629,4.708,14.622,6.275,0.015000796,5.178,3.753,530.689,3.663,21.824,250.419,0.029604886,17.215,20.769,1.399,24.552338,8.219,9.88,0.259,2.846,1.244846957,8.464,88.372,98.605,235.551,56.663,4.385,1.658,16.811,3.553,32.692,0.299,0.455,1.663,10.797,0.072922,59.284,14.217,39.495,4.469,0.135,0.571,7.748,73.172,0.015959994,13.879,213.74,23.823,1.942,364.584,0.061,29.765,0.154197047,57.821,0.712,0.21,131.7,38.772
12,0.118,79.222,1.743,0.146957,13.229,34.708,0.107988,34.59,9.368,31.062,115.847,3.798,3.021,0.339,1.629,0.741,0.066661335,135.051,0.143,0.436,41.89,13.127,555.116,53.227,49.56,235.976,12.964,45.843,2.566,0.362,5.048,3.824,1.179,52.029,1.741,0.053437,5.212,8.871,34.402,15.165,90.865,19.103,39.51,0.877,4.794,0.536,66.988,0.162691044,3.149,63.353,1.539,87.867,22.916,0.615781623,5.538,3.359,2.296,7.544,0.07518,53.008,0.384863514,0.395,6.925,20.303,2.387,15.734,152.336,1169.26,5.318,57.322,166.825,0.418,16.719,42.244,1.554,23.283,57.898,145.095,10.754,0.164374,0.063948,23.861,4.873,2.963,20.89,7.387,0.134,15.101,1.454,1.001,0.591,24.544,0.046965664,93.167,0.307,102.885,0.109275067,0.277,26.24,0.446,66.421,10.879,0.584992541,0.946,32.934,4.216,0.306,832.629,4.708,14.622,6.275,0.015600827,5.178,3.753,530.689,3.663,21.824,250.419,0.030789081,17.215,20.769,1.399,24.552338,8.219,9.88,0.259,2.846,1.294640836,8.464,88.372,98.605,235.551,56.663,4.385,1.658,16.811,3.553,32.692,0.299,0.455,1.663,10.797,0.072922,59.284,14.217,39.495,4.469,0.135,0.571,7.748,73.172,0.016598394,13.879,213.74,23.823,1.942,364.584,0.061,29.765,0.160364929,57.821,0.712,0.21,131.7,38.772
13,0.118,79.222,1.743,0.146957,13.229,34.708,0.107988,34.59,9.368,31.062,115.847,3.798,3.021,0.339,1.629,0.741,0.067289779,135.051,0.143,0.436,41.89,13.127,555.116,53.227,49.56,235.976,12.964,45.843,2.566,0.362,5.048,3.824,1.179,52.029,1.741,0.053437,5.212,8.871,34.402,15.165,90.865,19.103,39.51,0.877,4.794,0.536,66.988,0.169198686,3.149,63.353,1.539,87.867,22.916,0.640412887,5.538,3.359,2.296,7.544,0.07518,53.008,0.400258055,0.395,6.925,20.303,2.387,15.734,152.336,1169.26,5.318,57.322,166.825,0.418,16.719,42.244,1.554,23.283,57.898,145.095,10.754,0.164374,0.063948,23.861,4.873,2.963,20.89,7.387,0.134,15.101,1.454,1.001,0.591,24.544,0.048844291,93.167,0.307,102.885,0.11364607,0.277,26.24,0.446,66.421,10.879,0.608392243,0.946,32.934,4.216,0.306,832.629,4.708,14.622,6.275,0.016224861,5.178,3.753,530.689,3.663,21.824,250.419,0.032020644,17.215,20.769,1.399,24.552338,8.219,9.88,0.259,2.846,1.346426469,8.464,88.372,98.605,235.551,56.663,4.385,1.658,16.811,3.553,32.692,0.299,0.455,1.663,10.797,0.072922,59.284,14.217,39.495,4.469,0.135,0.571,7.748,73.172,0.017262329,13.879,213.74,23.823,1.942,364.584,0.061,29.765,0.166779526,57.821,0.712,0.21,131.7,38.772
14,0.118,79.222,1.743,0.146957,13.229,34.708,0.107988,34.59,9.368,31.062,115.847,3.798,3.021,0.339,1.629,0.741,0.067924147,135.051,0.143,0.436,41.89,13.127,555.116,53.227,49.56,235.976,12.964,45.843,2.566,0.362,5.048,3.824,1.179,52.029,1.741,0.053437,5.212,8.871,34.402,15.165,90.865,19.103,39.51,0.877,4.794,0.536,66.988,0.175966633,3.149,63.353,1.539,87.867,22.916,0.666029403,5.538,3.359,2.296,7.544,0.07518,53.008,0.416268377,0.395,6.925,20.303,2.387,15.734,152.336,1169.26,5.318,57.322,166.825,0.418,16.719,42.244,1.554,23.283,57.898,145.095,10.754,0.164374,0.063948,23.861,4.873,2.963,20.89,7.387,0.134,15.101,1.454,1.001,0.591,24.544,0.050798063,93.167,0.307,102.885,0.118191913,0.277,26.24,0.446,66.421,10.879,0.632727933,0.946,32.934,4.216,0.306,832.629,4.708,14.622,6.275,0.016873855,5.178,3.753,530.689,3.663,21.824,250.419,0.03330147,17.215,20.769,1.399,24.552338,8.219,9.88,0.259,2.846,1.4002835280000001,8.464,88.372,98.605,235.551,56.663,4.385,1.658,16.811,3.553,32.692,0.299,0.455,1.663,10.797,0.072922,59.284,14.217,39.495,4.469,0.135,0.571,7.748,73.172,0.017952823,13.879,213.74,23.823,1.942,364.584,0.061,29.765,0.173450707,57.821,0.712,0.21,131.7,38.772
15,0.118,79.222,1.743,0.146957,13.229,34.708,0.107988,34.59,9.368,31.062,115.847,3.798,3.021,0.339,1.629,0.741,0.068564496,135.051,0.143,0.436,41.89,13.127,555.116,53.227,49.56,235.976,12.964,45.843,2.566,0.362,5.048,3.824,1.179,52.029,1.741,0.053437,5.212,8.871,34.402,15.165,90.865,19.103,39.51,0.877,4.794,0.536,66.988,0.183005299,3.149,63.353,1.539,87.867,22.916,0.692670579,5.538,3.359,2.296,7.544,0.07518,53.008,0.432919112,0.395,6.925,20.303,2.387,15.734,152.336,1169.26,5.318,57.322,166.825,0.418,16.719,42.244,1.554,23.283,57.898,145.095,10.754,0.164374,0.063948,23.861,4.873,2.963,20.89,7.387,0.134,15.101,1.454,1.001,0.591,24.544,0.052829985,93.167,0.307,102.885,0.122919589,0.277,26.24,0.446,66.421,10.879,0.65803705,0.946,32.934,4.216,0.306,832.629,4.708,14.622,6.275,0.017548809,5.178,3.753,530.689,3.663,21.824,250.419,0.034633529,17.215,20.769,1.399,24.552338,8.219,9.88,0.259,2.846,1.456294869,8.464,88.372,98.605,235.551,56.663,4.385,1.658,16.811,3.553,32.692,0.299,0.455,1.663,10.797,0.072922,59.284,14.217,39.495,4.469,0.135,0.571,7.748,73.172,0.018670935,13.879,213.74,23.823,1.942,364.584,0.061,29.765,0.180388736,57.821,0.712,0.21,131.7,38.772
16,0.118,79.222,1.743,0.146957,13.229,34.708,0.107988,34.59,9.368,31.062,115.847,3.798,3.021,0.339,1.629,0.741,0.069210882,135.051,0.143,0.436,41.89,13.127,555.116,53.227,49.56,235.976,12.964,45.843,2.566,0.362,5.048,3.824,1.179,52.029,1.741,0.053437,5.212,8.871,34.402,15.165,90.865,19.103,39.51,0.877,4.794,0.536,66.988,0.190325511,3.149,63.353,1.539,87.867,22.916,0.720377402,5.538,3.359,2.296,7.544,0.07518,53.008,0.450235876,0.395,6.925,20.303,2.387,15.734,152.336,1169.26,5.318,57.322,166.825,0.418,16.719,42.244,1.554,23.283,57.898,145.095,10.754,0.164374,0.063948,23.861,4.873,2.963,20.89,7.387,0.134,15.101,1.454,1.001,0.591,24.544,0.054943184,93.167,0.307,102.885,0.127836373,0.277,26.24,0.446,66.421,10.879,0.684358532,0.946,32.934,4.216,0.306,832.629,4.708,14.622,6.275,0.018250761,5.178,3.753,530.689,3.663,21.824,250.419,0.03601887,17.215,20.769,1.399,24.552338,8.219,9.88,0.259,2.846,1.514546664,8.464,88.372,98.605,235.551,56.663,4.385,1.658,16.811,3.553,32.692,0.299,0.455,1.663,10.797,0.072922,59.284,14.217,39.495,4.469,0.135,0.571,7.748,73.172,0.019417773,13.879,213.74,23.823,1.942,364.584,0.061,29.765,0.187604285,57.821,0.712,0.21,131.7,38.772
17,0.118,79.222,1.743,0.146957,13.229,34.708,0.107988,34.59,9.368,31.062,115.847,3.798,3.021,0.339,1.629,0.741,0.069863361,135.051,0.143,0.436,41.89,13.127,555.116,53.227,49.56,235.976,12.964,45.843,2.566,0.362,5.048,3.824,1.179,52.029,1.741,0.053437,5.212,8.871,34.402,15.165,90.865,19.103,39.51,0.877,4.794,0.536,66.988,0.197938531,3.149,63.353,1.539,87.867,22.916,0.749192498,5.538,3.359,2.296,7.544,0.07518,53.008,0.468245311,0.395,6.925,20.303,2.387,15.734,152.336,1169.26,5.318,57.322,166.825,0.418,16.719,42.244,1.554,23.283,57.898,145.095,10.754,0.164374,0.063948,23.861,4.873,2.963,20.89,7.387,0.134,15.101,1.454,1.001,0.591,24.544,0.057140912,93.167,0.307,102.885,0.132949828,0.277,26.24,0.446,66.421,10.879,0.711732873,0.946,32.934,4.216,0.306,832.629,4.708,14.622,6.275,0.018980792,5.178,3.753,530.689,3.663,21.824,250.419,0.037459625,17.215,20.769,1.399,24.552338,8.219,9.88,0.259,2.846,1.57512853,8.464,88.372,98.605,235.551,56.663,4.385,1.658,16.811,3.553,32.692,0.299,0.455,1.663,10.797,0.072922,59.284,14.217,39.495,4.469,0.135,0.571,7.748,73.172,0.020194484,13.879,213.74,23.823,1.942,364.584,0.061,29.765,0.195108456,57.821,0.712,0.21,131.7,38.772
18,0.118,79.222,1.743,0.146957,13.229,34.708,0.107988,34.59,9.368,31.062,115.847,3.798,3.021,0.339,1.629,0.741,0.070521992,135.051,0.143,0.436,41.89,13.127,555.116,53.227,49.56,235.976,12.964,45.843,2.566,0.362,5.048,3.824,1.179,52.029,1.741,0.053437,5.212,8.871,34.402,15.165,90.865,19.103,39.51,0.877,4.794,0.536,66.988,0.205856072,3.149,63.353,1.539,87.867,22.916,0.779160198,5.538,3.359,2.296,7.544,0.07518,53.008,0.486975124,0.395,6.925,20.303,2.387,15.734,152.336,1169.26,5.318,57.322,166.825,0.418,16.719,42.244,1.554,23.283,57.898,145.095,10.754,0.164374,0.063948,23.861,4.873,2.963,20.89,7.387,0.134,15.101,1.454,1.001,0.591,24.544,0.059426548,93.167,0.307,102.885,0.138267821,0.277,26.24,0.446,66.421,10.879,0.740202188,0.946,32.934,4.216,0.306,832.629,4.708,14.622,6.275,0.019740024,5.178,3.753,530.689,3.663,21.824,250.419,0.03895801,17.215,20.769,1.399,24.552338,8.219,9.88,0.259,2.846,1.638133671,8.464,88.372,98.605,235.551,56.663,4.385,1.658,16.811,3.553,32.692,0.299,0.455,1.663,10.797,0.072922,59.284,14.217,39.495,4.469,0.135,0.571,7.748,73.172,0.021002263,13.879,213.74,23.823,1.942,364.584,0.061,29.765,0.202912795,57.821,0.712,0.21,131.7,38.772
19,0.118,79.222,1.743,0.146957,13.229,34.708,0.107988,34.59,9.368,31.062,115.847,3.798,3.021,0.339,1.629,0.741,0.071186832,135.051,0.143,0.436,41.89,13.127,555.116,53.227,49.56,235.976,12.964,45.843,2.566,0.362,5.048,3.824,1.179,52.029,1.741,0.053437,5.212,8.871,34.402,15.165,90.865,19.103,39.51,0.877,4.794,0.536,66.988,0.214090315,3.149,63.353,1.539,87.867,22.916,0.810326606,5.538,3.359,2.296,7.544,0.07518,53.008,0.506454129,0.395,6.925,20.303,2.387,15.734,152.336,1169.26,5.318,57.322,166.825,0.418,16.719,42.244,1.554,23.283,57.898,145.095,10.754,0.164374,0.063948,23.861,4.873,2.963,20.89,7.387,0.134,15.101,1.454,1.001,0.591,24.544,0.06180361,93.167,0.307,102.885,0.143798534,0.277,26.24,0.446,66.421,10.879,0.769810276,0.946,32.934,4.216,0.306,832.629,4.708,14.622,6.275,0.020529625,5.178,3.753,530.689,3.663,21.824,250.419,0.04051633,17.215,20.769,1.399,24.552338,8.219,9.88,0.259,2.846,1.703659018,8.464,88.372,98.605,235.551,56.663,4.385,1.658,16.811,3.553,32.692,0.299,0.455,1.663,10.797,0.072922,59.284,14.217,39.495,4.469,0.135,0.571,7.748,73.172,0.021842354,13.879,213.74,23.823,1.942,364.584,0.061,29.765,0.211029306,57.821,0.712,0.21,131.7,38.772
20,0.118,79.222,1.743,0.146957,13.229,34.708,0.107988,34.59,9.368,31.062,115.847,3.798,3.021,0.339,1.629,0.741,0.071857939,135.051,0.143,0.436,41.89,13.127,555.116,53.227,49.56,235.976,12.964,45.843,2.566,0.362,5.048,3.824,1.179,52.029,1.741,0.053437,5.212,8.871,34.402,15.165,90.865,19.103,39.51,0.877,4.794,0.536,66.988,0.222653928,3.149,63.353,1.539,87.867,22.916,0.84273967,5.538,3.359,2.296,7.544,0.07518,53.008,0.526712294,0.395,6.925,20.303,2.387,15.734,152.336,1169.26,5.318,57.322,166.825,0.418,16.719,42.244,1.554,23.283,57.898,145.095,10.754,0.164374,0.063948,23.861,4.873,2.963,20.89,7.387,0.134,15.101,1.454,1.001,0.591,24.544,0.064275755,93.167,0.307,102.885,0.149550475,0.277,26.24,0.446,66.421,10.879,0.800602687,0.946,32.934,4.216,0.306,832.629,4.708,14.622,6.275,0.02135081,5.178,3.753,530.689,3.663,21.824,250.419,0.042136984,17.215,20.769,1.399,24.552338,8.219,9.88,0.259,2.846,1.771805379,8.464,88.372,98.605,235.551,56.663,4.385,1.658,16.811,3.553,32.692,0.299,0.455,1.663,10.797,0.072922,59.284,14.217,39.495,4.469,0.135,0.571,7.748,73.172,0.022716048,13.879,213.74,23.823,1.942,364.584,0.061,29.765,0.219470479,57.821,0.712,0.21,131.7,38.772
